,comment,sent,off
6010,ಈಗ ಎಲ್ಲಾ ಮಕ್ಕಳಿಗೂ ಎಗ್ಜಾಮ್ ಟೆನ್ಶನ್ ಎಸ್ಎಸ್ಎಲ್ಸಿ ಪಿಯುಸಿ ಮುನ್ನಾದಿನ ಅವರ ಮನೆಗಳನ್ನು ಸ್ವಚ್ಛ ಮಾಡಿಕೊಳ್ಳುವುದು ಬಹಳ ಇದೆ,unknown,Not_offensive
4712,Supper bro chenngi ugdidira.🤝🤝🤝,Negative,Not_offensive
1789,E tara film ge ella kaitaididdu.... Welcooome..... Item song iro,Positive,Not_offensive
2842,Legit gaming ಅದು ಒಂದ್ ಪದ ಬಿಟ್ಟು ನೋಡು,Mixed,Not_offensive
6680,ನೀನು ಒಳ್ಳೆಯದೇ ಮಾತನಾಡಿದಿಯಾ ಗುರು ನಿನ್ನಗೆ ಧನ್ಯವಾದ ಗುರು,Positive,Not_offensive
798,@mallikarjun Dhanashetty Elrigoo nimtharane yochne bandre kannada top allirodhu..,Positive,Not_offensive
3378,Nim song antu super 🤝,Positive,Not_offensive
6407,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸರ್ ಯುದ್ಧ ಯಾರು ಮಾಡಿದರೆ ಏನು ಗೆಲುವು ನಮ್ಮದೇ  ಆಗಿರಬೇಕು ಅವನೇ Srimannarayana,Positive,Not_offensive
6661,ನಿಮ್ಮ ದ್ವನಿ ಹೀಗೆ ಬರಲಿ ಸರ್ ಟ್ರೈಲರ್ ಅದ್ಭುತವಾಗಿದೆ,Positive,Not_offensive
2373,Hottege anna thinnoru e reethi comment madbardu Naveen raj nimmonthavre star war ge karana plz ella d boss abhimanigalu ivna gadipar madbekagi vinanthi,Negative,Offensive_Targeted_Insult_Group
2546,Idu kannadada chitra........,Mixed,Not_offensive
4945,Tumba kalaavidara gati ide. Kalege bele illa. Ashwath Awara family ge ee thara aagbaardittu.,Negative,Not_offensive
6805,ಮನ ತಣಿಸುವಂತ ಕಥೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ..,Positive,Not_offensive
1761,Dynamic Prince is back nಕಂಟೆಂಟ್ ಇರೋ ಮೂವಿನ ಕನ್ನಡಿಗರು ಯಾವತ್ತೂ ಕೈ ಬಿಟ್ಟಿಲ್ಲ,Positive,Not_offensive
6271,ಗೌರೀಶ್ ಸರ್ ದಯವಿಟ್ಟು ದಿಯಾ ಚಿತ್ರದ  ನಿರ್ಮಾಪಕರ ಬ್ಯಾಂಕ್ ಅಕೌಂಟ್ ನಂಬರ್ ಹಾಕಿ.ನನ್ನ ಟಿಕೆಟ್ ಹಣವನ್ನು ಅವರಿಗೆ ಹಾಕಬೇಕು.ನಮಗೆ ಈ ಚಿತ್ರವನ್ನು ಸೋಲಿಸಿದಿವಿ ಎಂಬ ಪಾಪಪ್ರಜ್ಞೆ ಕಾಡತಾ ಇದೆ.,Mixed,Not_offensive
1195,Avane shriman Narayana,Mixed,Not_offensive
7263,​​​​​ ​​ ​​​​​​nnKeli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Positive,Not_offensive
2548,Idu nijvaaglu cinema na illa sum sumne naa ? 🤔,Mixed,Offensive_Targeted_Insult_Group
2233,Hands up' ಅವನ ಬರ್ತಾ ಇದಾನೆ...,Positive,Offensive_Targeted_Insult_Individual
2831,Le Bindu thudugi,Negative,Offensive_Targeted_Insult_Individual
3780,Rasmika ge urskadru sapport madi,Negative,Offensive_Targeted_Insult_Individual
405,@Nandi Parthasarathi hahaha,unknown,Offensive_Untargetede
866,@satishnithyanandam nin yogyathege meeri mathgal aadbardu.,Negative,Offensive_Targeted_Insult_Individual
4453,Super movie.yallaru hogi nodi,Positive,Not_offensive
5204,Yakebdre krishnana shapa aduke,Mixed,Not_offensive
3352,Nijavaglu kannadiga agiddakke hemme agtide guru,Positive,Not_offensive
6591,ನಾನು ೨೫ ವರ್ಶದ ಹಿಂದೆ ಕೇಳಿದೆ ಬಹಳ ಚೆನ್ನಾಗಿದೆ,Positive,Not_offensive
4262,Super agi helidi anna,Positive,Not_offensive
438,@Nandi Parthasarathi ಡಗಾರ್ ಸೂಳೆ ನಿನ್ ತುಲ್ಲಗೆ ಬಕಾರ್ಡಿ ಬಿಯರ್ ತುರ್ಕಾ,Positive,Offensive_Targeted_Insult_Individual
662,@TROLL MONSTER_KANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada,Negative,Offensive_Targeted_Insult_Individual
1943,FOCUS KARNATAKA howdhu 🤪,unknown,Not_offensive
1979,First hog film nodu. Amele yen bekadru comment madu.,Mixed,Offensive_Targeted_Insult_Individual
2935,Madolla because promotion asten madilla making kgf ginta dull ede,Negative,Not_offensive
6434,ತೊಗರಿ ತಿಪ್ಪ ಸುಪರ್ ಕಾಮಿಡಿ so super thogari thippa comdey,Positive,Not_offensive
6117,ಒಳ್ಳೇದು ಆಗಲಿ big ಸಕ್ಸಸ್ for ASN,Positive,Not_offensive
5744,ಅಣ್ಣ ನಮ್ಮನ್ನು ಅಲ್ಲ ಅವರ ಗೋಳು ಅಂತ ಹೇಳಿ,Negative,Offensive_Targeted_Insult_Group
3061,Movie releaseagli guru,Positive,Not_offensive
45,1.8k dis likesn ನಂಗೆ ಅನ್ಸುತ್ತೆ  🤔🤔ಇವ್ರೆಲ್ಲಾ ರಶ್ಮಿಕ ಮಂದಣ್ಣನ ಫ್ಯಾನ್ಸ್ ಅಂತ,Negative,Offensive_Targeted_Insult_Group
2923,Lyrics Artha adoru Kay kaal aadsrappa,Positive,Not_offensive
6750,ಬಸವರಾಜ ಕೆಂಚರಡ್ಡಿ super,Positive,Not_offensive
5982,ಈ ವಿಡಿಯೋ ವನ್ನು 10m views ಆದಮೇಲೇ ನೋಡುವವರು,Mixed,Not_offensive
1167,Ashvatthsma idre avana photo kalsi,Mixed,Not_offensive
201,@Arun Jaanu summne reply haki yak war madshtiya,Mixed,Not_offensive
5770,ಅದ್ಭುತವಾದ ಚಿತ್ರ ಆದ್ರೆ ಚಿತ್ರ ಮಂದಿರದಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಆ ನೋವು ತುಂಬಾ ಕಾಡುತ್ತಿದೆ,Negative,Not_offensive
2853,Like madok agila andru parvagila......yaru dislike madbedi...,Positive,Not_offensive
7161,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಗುರು,Positive,Not_offensive
708,@VARAPRASAD K K soole magne avrige Bari jaati fabsallo Ella jaatilu fans idaare neen heldyalla jaati naayi antha pakka gawda kano naanu nin Amman soole magne neenu as darshan naydu jaati irbeku  dagaar dagaar dam dam dagaar soole maga darshan,Negative,Offensive_Targeted_Insult_Individual
5477,jeevanadalli navu chenagiddaga baro sambandakkinta navu novinnali eddaga Namma na a novinninda ache baro hage maduva sambandakke bele kodbeku so ninge ega arta aytu ankotini,Negative,Offensive_Targeted_Insult_Individual
6823,ಮೆರೆಯಲಿ ಕನ್ನಡದ,unknown,Not_offensive
532,@Poojari Avinash pls nivelru movie na promote madi. Insta & fb alli promote madi,Positive,Not_offensive
2620,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,Negative,Offensive_Targeted_Insult_Other
2075,Good information sir but ivattu yako parokshavaģi  China desha vanna hogalida hage ittu adru ade nija  satya yavaglu kahiyagi irutte,Mixed,Not_offensive
3383,Nimage holleyadaagali sir,Positive,Not_offensive
7087,ಸೂಪರ್  ಡಿ ಬೋಸ್ಸ್ fan,Positive,Not_offensive
4401,Super guru 🤩🤩🤩🤩🤩,Positive,Not_offensive
4115,Sorry theaters ge bardiddakke....best movie,Positive,Not_offensive
3358,Nijvagalu Nim anthavaru iddrene Anna  yalarigu bhuddi barodhu anna,Positive,Not_offensive
522,@Nithin Kumar Sasthana madbeku intha kachada galana...,Negative,Offensive_Targeted_Insult_Group
5561,sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana,Positive,Not_offensive
3399,Nimman kelu adna,Negative,Offensive_Targeted_Insult_Individual
7156,ಸೂಪರ್ ಸೂಪರ್ ಡಿ ಬಾಸ್ fan,Positive,Not_offensive
1306,Benki bindangide rasmikage,Negative,Offensive_Targeted_Insult_Individual
7037,ಸಾಂಗ್ ಪ್ರಮೋಷನ್ ಇಲ್ದೆನೆ #1 ಟ್ರೆಂಡಿಂಗ್ ನಲ್ಲಿದೆ ಇದು ಹೇಗ್ ಸಾಧ್ಯ... ?,Positive,Not_offensive
6165,ಕನ್ನಡದ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ ದಿಯಾnತುಂಬಾ ದಿನದಿಂದ ಈ ಚಿತ್ರದ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೆ ಆದರೆ ಇವತ್ತು ನೋಡದೆ.nಆಹಾ... ಹೇಗ ಆ ನಿದೇ೯ಶಕನನ್ನು  ಹಾಗೂ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳನ್ನ ವಣ೯ನೆ ಮಾಡಬೇಕು ಅಂತಾ ಗೊತ್ತಾಗತ್ತಿಲ್ಲ .nಯಾವುದೇ ಅಬ್ಬರವಿಲ್ಲ,Positive,Not_offensive
6368,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ,Positive,Not_offensive
3997,Sir namma enne song gu support madi,Positive,Not_offensive
3124,Naan sigappu manithan Vishal,Positive,Not_offensive
6342,ಟಿಕ್ ಟಾಕ್ ಸೆಡೆಗಳು,Mixed,Offensive_Targeted_Insult_Group
6768,ಬಿಟ್ಟ  ಸ್ಥಳ ತುಂಬಿ __ ಶಟ,Negative,Offensive_Targeted_Insult_Group
7021,ಸರ್ ನಿಮಗೆ ಹೊರಗೊಂದು ಒಳಗೊಂದು ಮಾತನಾಡುವ ಯಾವುದೇ ಒಂದು ನೇರ ನಿಷ್ಟುರವಾಗಿ ಮಾತನಾಡುತ್ತೀರಿ ಆದುದರಿಂದ ಒಂದು ಕಡೆ ನಿಮ್ಮ ಮನಸ್ಸಿಗೆ ನೆಮ್ಮದಿ ಅನಿಸಿದರೂ ನಿಮ್ಮ ತಂದೆಯವರು ಮೊದಲನೆಯ ದರ್ಜೆ ಚಿತ್ರ ನಟರಾಗಿ ಅಭಿನಯಿಸುತ್ತಾರೆ ಆದರೆ ಇವತ್ತಿನ ತಳುಕು ಬಳಕಿನ ಅಭಿನಯಗಳು ಹುಚ್ಚುಹುಚ್ಚಾಗಿ ಡಬಲ್ ಮೀನಿಂಗ್ ಮಾತುಗಳು ಹೆಚ್ಚಾಗಿವೆ ತಾವು ತಮ್ಮತನವನ್ನು ಉಳಿಸಿಕೊಂಡು ತಂದೆಯವರ ಅನುಕರಿಸಿ ಜೀವನವನ್ನು ನಡೆಸುತ್ತಿದ್ದೀರಿ ಗೌರವನಟರಾಗಿ ಒಳ್ಳೆಯತನವನ್ನು ಉಳಿಸಿಕೊಂಡು ನಿಮ್ಮ ತಂದೆ ಅವರಾಗಲಿ ನೀವಾಗಲಿ ಕಲೆಗೆ ಬೆಲೆಯನ್ನು ಅಪೇಕ್ಷ ಪಡೆದೆ ಪಾರದರ್ಶಕತೆ ಯಲ್ಲಿ ತಾವು ಅಭಿನಯವನ್ನು ಮಾಡುತ್ತಾ ಬಂದಿರುತ್ತೀರಿ ಒಂದು ಒಂದೊಂದು ಸಲ ನಿಮ್ಮ ಸಾತ್ವಿಕತೆ ಗೆ ಆರ್ಥಿಕವಾದ ಹಿಂಜರಿತ ನಿಮ್ಮ ಮನಸ್ಸಿಗೆ ನೋವನ್ನುಂಟು ಮಾಡುತ್ತದೆ ಎಲ್ಲವೂ ಮಣ್ಣು ಇಲ್ಲಿಂದಲೇ ಬಂದು ಇಲ್ಲಿಗೆ ಹೋಗುವುದು ಆತ್ಮಸ್ಥೈರ್ಯವನ್ನು ತಂದುಕೊಳ್ಳಿ ಇಲ್ಲಿ ಆತ್ಮವಿಲ್ಲದ ಪ್ರೇತಾತ್ಮ ರಂತೆ ಬದುಕುತ್ತಿದ್ದಾರೆ ಯಾವುದು ಶಾಶ್ವತವಲ್ಲ ಆತ್ಮನು ಶಾಶ್ವತನಾ ಇದನ್ನ ಶ್ರೀಕೃಷ್ಣನು ಭಗವದ್ಗೀತೆ ಯಲ್ಲಿ ಹೇಳಿದ್ದಾನೆ,Mixed,Not_offensive
2977,Mast maga channel nalli baro anchor tharaane nimm voice idiyalla,Negative,Offensive_Targeted_Insult_Individual
737,@Vishal Shetty lo beedhi soole magane....nin prakarane belsbeku annodidre nim kade maado yakshagaana,Negative,Offensive_Targeted_Insult_Individual
4886,Tiktok matra alla bro chaina du ellanu ban madbeku,Positive,Offensive_Untargetede
7091,ಸೂಪರ್  ಲಿರಿಕ್ಸ್,Positive,Not_offensive
874,@shiva prakash kittoyta?,Negative,Offensive_Untargetede
1743,Doctor Avrige avana bahse hege gottu.,Negative,Not_offensive
281,@Its Paramatma sumne irappa loss agoke avar en bikari Ella...neev olle Thukali Build up kodta idira sumne,Negative,Offensive_Targeted_Insult_Individual
1876,En song guru fidha agode....Idhu charithre srustiso avatharaaa... Signature step shuruhachkoli inna..,Positive,Not_offensive
5460,idu beku guru china soole maklige innu kodu guru superrrr  guru,Negative,Offensive_Targeted_Insult_Other
5867,ಇದು ಇತಿಹಾಸ ಸೃಷ್ಟಿಸೇೂ ಅವತಾರ.......nnಅವನೇ ಶ್ರೀಮನ್ನಾರಯಣ,Positive,Not_offensive
2544,Idu idu bekittu actually.....jai rk boss,Positive,Not_offensive
4277,Super anna yenu thappila yela sari agi hellidira super,Positive,Not_offensive
1926,Evarge tik tok elde kakkasu agola anusutte,Negative,Offensive_Targeted_Insult_Group
5838,ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ. ಈ ಚಿತ್ರ ಶತ ದಿನೋತ್ಸವ ಆಚರಿಸಲಿ.,Positive,Not_offensive
7125,ಸೂಪರ್ ಟ್ರೈಲರ್nಇಂಟರೆಸ್ಟಿಂಗ್ ಟ್ರೈಲರ್,Positive,Not_offensive
2112,Guru China rajakiya vyavaste bagge video madi,Positive,Not_offensive
5856,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,Positive,Not_offensive
4707,Supper  guru,Positive,Not_offensive
1752,Driver.....superb sir.nObbara hangilladanthe badukbodu.nNamma jeevana dalli olledu ketdu aagle beku ade jeevana.,Positive,Not_offensive
3510,Olledagli sir nimge..,Positive,Not_offensive
838,@prithvi nayak ನಿನ್ ತುಲ್ಲುಗೆ ಗಲೀಜ್,Negative,Offensive_Targeted_Insult_Individual
5796,ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc  ನ,Negative,Offensive_Targeted_Insult_Group
2380,Howdu 100 percent,Mixed,Not_offensive
3179,Namma manigu banndidda ashwathama,Negative,Offensive_Untargetede
1335,Bgm is good,unknown,Not_offensive
3686,Puneet ge  power star sari shivannange hyatrik sari,Negative,Not_offensive
5764,ಅದ್ಬುತವಾದ ಸಂಗೀತ ...,Positive,Not_offensive
6195,ಕಾಯಕವೇ ಕೈಲಾಸ ಎಂಬ ತತ್ವವನ್ನು ಪಾಲಿಸುತ್ತಿರುವ ಕಲಿಯುಗದ ಮನುಷ್ಯ ಮತ್ತು sir ನಾನು ನಿಮ್ಮ ತಂದೆ k s ಅಶ್ವತ್ಥ್ ಸರ್ ಅವರ ಅಭಿಮಾನಿ,Positive,Not_offensive
6649,ನಿಮ್ಮ ಅನುಭವದ ಮಾತುಗಳು ನಮಗೆ  ದಾರಿದೀಪಗಳು,Positive,Not_offensive
5787,ಅಪ್ಪು ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭವಾಗಲಿ,Positive,Not_offensive
4060,Slow poisoning song,unknown,Not_offensive
573,@Reginald Kelly ಲೆ ತುಕಾಲಿ ನಿನ್ನ ಸಂಸ್ಕೃತಿ ತೋರಿಸುತ್ತೆ ನಿನ್ನ ಎಷ್ಟು ಕಚಡ ಅಂತ,Negative,Offensive_Targeted_Insult_Individual
2983,Masth guru sakadgi helidiya,Positive,Not_offensive
6999,ಸತ್ಯಕ್ಕೆ ದೂರವಾದ ವಿಚಾರ . ಯಾಕೆ ಸುಳ್ಳು ಹೇಳುತ್ತಾರಿ,Negative,Offensive_Targeted_Insult_Group
2806,Kolthogiro kobri mitai mukadavle na..?nYappa devre neenu ugidu uppakodralli no,Negative,Not_offensive
241,@Darshan Jain bro fans fans tara irona please personal agi family mele beda. Ibbarigu sari kanalla nanna mele ba illa nanna hero mele ba adu bittu family mele beda. It seems like worst.  You have also god(mother). Amma ammane yallara amma yallarigu ammane bro nimma amma namma amma bere anta enu iralla bro. Nanu ninna cmnt ge reply ade tara kodbavudu but nange amma nenpagutte so please understand.,Mixed,Not_offensive
2484,I ಸೂಪರ್ Brother,Positive,Not_offensive
4155,Sumniru bro yak nenpustiya adunna madyaratrili. Goose bumps barutte. Hegego aagutte,Mixed,Not_offensive
5956,ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,Positive,Not_offensive
1256,Back burn rashmika,Mixed,Offensive_Targeted_Insult_Group
490,@Nandi Parthasarathi ಲೆ ನೀನು ಒಳ್ಳೆಅವ್ಳು ಆದ್ರೆ ಸೈಡ್ ಗೇ ಇರು.... ಅದು ಬಿಟ್ಟು ತಿಕಾ ಎಲ್ಲಾ ಮಾತಾಡೋಕೆ ಬಂದ್ರೆ... ಗೊತ್ತಲಾ,Negative,Offensive_Targeted_Insult_Individual
1698,Dina 7-8  sala song kelisikontini.,Positive,Not_offensive
6908,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,Positive,Not_offensive
3117,NEW KANNADA FEMALE VERSION SONGn,unknown,Not_offensive
645,@TROLL MONSTER_KANNADA guru Bari mathadak aste yav sule makligu munde bandu mathadastu dhum Ella BOSS always King,Positive,Offensive_Targeted_Insult_Individual
7203,ಹಾಡು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬರೆದಿದ್ದೀರಿnಹಾಡಿಗೆ ಸಂಗೀತ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆnಹಾಗಾಗಿ ಈ ಹಾಡು ಕೇಳಿದಾಗ ತುಂಬಾನೇ ಖುಷಿ ಆಯ್ತು,Positive,Not_offensive
1040,All the BEST SANDALWOODಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್ಸ್,Positive,Not_offensive
2421,I have listened 1st time ok ok,Mixed,Offensive_Untargetede
4267,Super agi ugdiya bro kittogiro bevarsigalige hege video madta iri support madta irtivi super,Negative,Not_offensive
7234,ಹೌದು ಸರ್ ಫಿಲ್ಮ್ ಸೂಪರ್ ಡುಪರ್ nಜನ ಯಾಕೇ ಬರುತ್ತಿಲ್ಲ ಅಂದರೆ ನನ್ನ ಪ್ರಕಾರ ಕರೊನಾ ವೈರಸ್ ಮೂಲಾ,Positive,Offensive_Untargetede
4172,Supeeeeeeeeeeeeeeeer  .................. nam ajjii held nenap,Positive,Not_offensive
449,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲು... ಸ್ಮೆಲ್ ಬರ್ತಾ ಇದೇ,Mixed,Offensive_Targeted_Insult_Individual
5116,What a Song. #avanesrimannarayana,Positive,Not_offensive
763,@chetan kumarab guru ve.... aha comment maddhavn hesru nodo....nanalla kano,Mixed,Offensive_Targeted_Insult_Individual
905,@vinay vinu nice comedy man....     ನಾನ್ ಕೇಳೋ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರ ಹೇಳೋಕೆ ಆಗ್ದಲೆ ಇರೋ ನನ್ನ ಬಂದು ಏನೋ ಮಾಡ್ತಿಯ ಪಾಪ..  ನಿನ್ ನೋಡಿದ್ರೆ ಅಯ್ಯೋ ಅನ್ಸುತ್ತೆ...,Negative,Offensive_Targeted_Insult_Individual
7006,ಸರಿಯಾಗಿ ಹೇಳ್ದೆ ಗುರು ಊಗಿ ಚೀನಾಗೆ ಹುಟ್ದ್ ಗ್ ಆಡೋ ನಾಯ್ಗಳಿಗೆ,Negative,Offensive_Targeted_Insult_Group
2827,Last nalli  heldalla guru superr,Positive,Not_offensive
444,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ರಸ,Mixed,Offensive_Targeted_Insult_Individual
3353,Nijave idhu charitre srustiso avatharane bidi,Positive,Not_offensive
942,ADBHUTHA  Sathya,Positive,Not_offensive
3374,Nim mane ge banadhu ellva ..,unknown,Not_offensive
2745,Kannada ಚಿತ್ರರಂಗಕ್ಕೆ ... Signature movie agutte.. avane ಶ್ರೀಮನ್ನಾರಾಯಣ....,Positive,Not_offensive
929,@ಕಿಚ್ಚನ ಹಾವಳಿ astu cheepalla bido nimtara 60cr above madide pailwan kurukshetra 100cr collection madide,Negative,Not_offensive
5122,What a song  Jai Kannada,Positive,Not_offensive
1033,All dislike by rashmika fans,Negative,Offensive_Targeted_Insult_Individual
5429,guru despande olle director kate na channagi toeisutare,Positive,Not_offensive
6087,ಏನ್ ಹೇಳೋಣ.....?nSimply ಸೂಪರ್.......nದಿಯಾ ಮಾತ್ರ ಅಲ್ಲ... ಇಂಥಹ ಹಲವು ಸಿನಿಮಾಗಳು  ಗೆಲ್ಲುತ್ತಾ ಇಲ್ಲ...ನನ್ನ ಪ್ರಕಾರ ಥಿಯೇಟರ್ ನ ಟಿಕೆಟ್ ಬೆಲೆ ಕಡಿಮೆ ಅಗಬೇಕು.,Negative,Offensive_Untargetede
5540,olle prayatnake olledagli Jai srimannarayana,Positive,Not_offensive
1738,Diya swarupavannu nodi gadgadithanadee...,Positive,Not_offensive
5607,super  ತೊಗರಿ  ತಿಪೃ,Positive,Not_offensive
5951,ಇವನೊಬ್ಬನ ಮುಂದೆ ಕನ್ನಡದ ಎಲ್ಲಾ ಟೀವಿ ಚಾನಲ್ ಗಳು ಮಂಡಿ ಯೂರಿ ಕುಳಿತು ಕಲಿತುಕೊಳ್ಳಬೇಕು.,Positive,Not_offensive
6647,ನಿಮ್ಮ Dedication ನಿಜಕ್ಕೂ ಅಧ್ಬುತ‌,Mixed,Not_offensive
5739,ಅಚ್ಯುತಣ್ಣ ಕ್ಯಾರೆಕ್ಟರ್ ಯಾರಿಗೆಲ್ಲ ಇಷ್ಟ ಆಯಿತು........,Positive,Not_offensive
3101,My  favorite songs,Positive,Not_offensive
4455,Super music ettidira e songalli.yast sala e song kelidru bejar aagolla tumba channagide.,Positive,Not_offensive
4411,Super hit agodralli yavude dout illa gelayare Jeeva,Positive,Not_offensive
4369,Super film  srimannarayana,Positive,Not_offensive
1360,Bigbossalli  step hakiro controverrsy nodi bandiror yar yarppann like Madi,Negative,Not_offensive
20,#ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್,Positive,Not_offensive
1208,Avara ಕಷ್ಟ keloke ಹೋಗ್ತಿರೋ ಕಣ್ಣೀರೊ ಅಕ್ಸೋಕೆ ಹೋಗ್ತಿರೋ ನಿಮ್ trp ಗೋಸ್ಕರ ಹೋಗ್ತಿರೋ gotte ಆಗಲ್ಲ nim ಮಿಂಡ್ರಿ ge ಹುಟ್ಟಿರೋ ನ್ಯೂಸ್ ಚಾನೆಲ್ ಬುದ್ಧಿ,Negative,Not_offensive
