,translated,comment,sent,off
1393,ಬಾಸ್ಡಿಕ್ ನಿಮ್ಮಾಪ್ಪ ಸತ್ತಗಾ ನಿನ ಮೋಸಲೆ ಕನ್ನಿರುಹಕ್ಟಿಯೊ .. ನಾನು ಆಘಾತ ಮ್ಯಾಡ್ಟಿಯೋ ಇಲ್ಲ na madarchod.,Bosdike nimmappa sattaga ninu mosale kanniruhaktiyo..I'll a shocky madtiyo no do na madarchod.,Negative,Offensive_Targeted_Insult_Individual
6319,ಅಷ್ಟೇ ಮದಬರೆಯೆ,ಜಾಸ್ತಿ ಕಾಯುಬೇಡಿ ಈ ವಿಡಿಯೋ ನೋಡಿ   ಹೆಸರಾಂತ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದಂತಹ ನೈಜ ಘಟನೆ,Positive,Not_offensive
3844,ಸಾಹಿತ್ಯ ಮತ್ತು ಸಂಗೀತಾ ಎರಾಡು ಸೂಪರ್ ಮೂವೀ ಬ್ಲಾಕ್ಬಸ್ಟರ್,Sahitya and sangita eradu super movie blockbuster,Mixed,Not_offensive
2158,ಗುರುಡೆಶ್ ಪಾಂಡೆ ಸರ್ ರಿಮೇಕ್ ಮಧುಬಾಡ್ಲು ಸುಮ್ಮ್ ಮಡಿ ಸರ್,Gurudesh pandey sir remake madobadlu swamek    madi sir,Negative,Not_offensive
7036,ಸಾಂಗ್ ಸಿಂಬಿ ಗರು,ಸಾಂಗ್ ಚಿಂದಿ ಗುರು,Negative,Not_offensive
2579,Instagram ಅಲಿ ಹಂಚಿಕೊಳ್ಳಿ ಮ್ಯಾಡಿ ಟ್ಯಾಗ್ ಮ್ಯಾಡಿ ಮತ್ತು ಗಣಿತ ಹೆಲಿ ಬ್ರೋ,Instagram ali share madi avlna tag madi e math helu bro,Mixed,Not_offensive
5622,ಸೂಪರ್ ಗುರು ಇಟು ವಾಸ್ತವವಾಗಿ ಚೆನ್ನಗಿರಾಡು,super guru idhu actually chennagirodhu,Positive,Not_offensive
7246,ಹಗ್ನಾ ಹುಲಿಯ ..... ಹಾಡವು ನೋ .............. ಫರ್ ..................,ಹೌದೋ ಹುಲಿಯಾ.....ಹಾಡು ಸೂ..............ಪರ್..................,Positive,Not_offensive
5958,ಈ ಆಂಡ್ ಸಾಂಗ್ ಸಿಂಗವು ಬುಡುಗಲ್ ಗರು,ಈ ಒಂದ್ ಸಾಂಗ್ ಸಾಕು ಬುಡು ಗರು ನೀನ್ ಗೆದ್ದೆ jai @rakshith shetty,Positive,Not_offensive
641,@Troll Monstery @VISHAL Shetty @Vinodkalmani @ Aitaly DAVI LOVDAN Enlowzz ಕ್ಯಾಂಡಿ ಆಂತರಿಕ ಬ್ಲೈಂಡ್ ಅನುಯಾಯಿಗಳು ನಾನ್ ಮೆನ್ಲೈನ್ ​​ಲೌನ್ ಬಯಾ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ .....,@TROLL MONSTER_KANNADA @vishal shetty @vinodkalmani @Italy Davi lowdan Lovezz Candy  ಅಂತಾ blind followersಗೆ ಈ ರೀತಿ ಅರ್ಥ ಮಾಡಿಸಬೇಕಾ???? ನೆನ್ನೆ ಮೊನ್ನೆ ಲಬೊ ಲಬೋ ಅಂತ ಬಾಯಿ ಬಡ್ಕೋತಿದ್ದ..... ಇವತ್ತು ಅದೆಲ್ಲಿ ಹೋದನೊ???? mobile no. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ.....,Negative,Offensive_Targeted_Insult_Group
7206,ಹಾಡೇ,ಹಾಡು ಯಾರಿಗೆ ಇಷ್ಟ ಆಯ್ತು Handsup ‍,Positive,Not_offensive
1531,ಚೆನ್ನಗಿ ಉಗ್ದಿರಾ ಸಾರಾ,Chennagi ugidira sara,Negative,Not_offensive
3777,ರಶ್ಮೀನಾಜ್ vs ತಕ್ಕಾಂಜ್ ಎಡೆ ಇ ಸಾಂಗ್ ಸೂಪರ್ ಗುರು,Rashmikage vs takkange ede e song super guru,Negative,Not_offensive
5242,ಮಡಿ ನಂತಹ ಯರೀರು ಮ್ಯಾಟ್ ನೆಗುಟ್ಟಿರಾ,Yaryaru matte nodtiddira like madi,Positive,Not_offensive
891,@syed noor nooori sdi ಅವಢ ವ್ಯಕ್ತಿಗಳು,@syed Noor Noori sdi ಧನ್ಯವಾದಗಳು,Positive,Not_offensive
2125,ಗುರು ಇ ಇತಾ ಉದ್ಧರಾ ಅಗಾಲ್ಲಾ ಬೆಲು ಭಾಯಿ ಇಂಡಿಯನ್ ಯೂತ್ ತ್ಯಾಜ್ಯ ಬೆದು,Guru ee desha uddhara agalla bedu bhai indian youth waste bedu,Negative,Offensive_Targeted_Insult_Other
4786,ಧನ್ಯವಾದಗಳು ಅಖಿಲನ್ನಾ,Thank you Akhillanna,Positive,Not_offensive
5962,ಈ ಕರವಲಟ್ಟಿನ ಚಿತ್ರ ಚಿತ್ರಗಳು ಆ ಕಿರಿಕ್ ಪಾರ್ಟಿ,ಈ ಕರಾವಳಿ ಶೆಟ್ರು films ಯಾಕೆ ಇಷ್ಟೊಂದು dull and bore ಹೊಡಿಸುತ್ತೋ ಗೊತಾಗ್ತಿಲ್ಲ. ಆ ಕಿರಿಕ್ ಪಾರ್ಟಿ,Negative,Offensive_Targeted_Insult_Group
6998,ಒಟ್ಟು ಒಟರ್ ಬಂದುರ್ ಎನ್ ಬ್ರೆರೋಡ್,ಸಖತ್ ಟ್ರೋಲ್ ಬ್ರದರ್ nಬ್ರೊ ಈ ಗೇಮ್ ನೇಮ್ ಹೇಳಿ,Positive,Not_offensive
5401,ಸಂಪೂರ್ಣ Kwatley ಗುರು Ninu ..,complete kwatley guru ninu..,Positive,Not_offensive
5442,ಹಲೋ ಅಮರ್ ಪ್ರಸಾದ್ Tumbha ಚೆಂಡಾ Itthu Nimma Ee Pryatna SaAchut VishyagaLannu Munde Itui Idu Iralila ಮಾಹಿತಿ. ಚೀನಾ ನಿಜಾಕ್ಕು ಎಂಟ್ಹಾ ಸಮರ್ಥ ದೇಷಾ ದೇಶ್ಶ್ಪ್ರೆಮಿಗಲೆ ಅವರು ತುಂಬಿರುವಾಂತ ದಹರಾರಾ ರಾಜಾಕಿಹವನ್ ಒಡಿ ಮಿಲಿಟರಿ ಅಡಾಲಿತಾ ಬರಾಬೆಕು ಎಜಾ ಇಟ್ರುಡು ಕಾಬ್ಬಿರುವಾ ರಾಜಾಕಣಿಗಲಗ ಅಥಾ ಪತಿಗುಲರುರು ಲುಡು ಅವೆರನ್ಯು ಬೀದಿಧದಾದಾಡಿದಾರ್ ನಮ್ಮ ದಶಾ ಸಿರಿವಾಂತವಗುಡುರಳ್ಳಿ ನಿಸ್ಸಂದೇಹವಾಗಿ ನಿಸ್ಸಂದೇಹವಾಗಿ,hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla. china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt,Positive,Offensive_Targeted_Insult_Group
6099,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ  ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು  ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,Mixed,Not_offensive
868,@ ಶರತ್ ಶೌನ್ ಅಮ್ಮುನ್ ಟೂಲ್ಜ್ ನಾನ್ ಟುನ್ನ್ ಸಿಗಾಕಾ ಬೆರ್ಕೆ ಸೂಲ್ ಮೆಗ್ನೆ,@sharath sharu nin ammun tullge nan tunne sigaka berke sule magne,Negative,Offensive_Targeted_Insult_Individual
916,@ Ŕŕvîñđŕå_02_gøwđřú ನೋಹ್ ರವೀಂದ್ರ ಲೋಡ್ರೆ .... ನಾನು ಸ್ಪೇಸ್ ನಲ್ಲಿ ಇಡಿನಿ .... ಹಗುಕಿಕಾಂಡ್ ಬರೋಕ್ ರಾಕೆಟ್ ಬೆಕು .... ನಿನ್ ಲುಗೇಟ್ ಜಿಇ ಅಡೆಲ್ಲಾ ಬಿಡ್ಯು,@Ŕävîñđŕå_02_GøWđřú noh Ravindra Lowdre.... naanu space nalli idini.... hudukikond baroke rocket beku.... nin yogyate ge adella illa bidu🤣,Negative,Offensive_Targeted_Insult_Individual
1718,ಮಡಿರೋವೂರ್ ರಾಸ್ಕನಾ ಪನ್ಜ್ಗಾಲು ಇಷ್ಟಪಡಲಿಲ್ಲ,Dislike madirovur rasmika panzgalu,Negative,Offensive_Targeted_Insult_Group
4877,ಟಿಕ್ಟಾಕ್ ಬಾನ್ ಮಡಿ ಓಲೆ ಗುಲ್ಸಾ ಮಡಿ ಎಡ್ರೆ,Tiktok Ban Madi olle kelsa Madi edare,Positive,Not_offensive
686,@Troll ಸ್ಟುಪಿಡ್ ಅಭಿಮಾನಿಗಳು ವಾರ್ ಜಿಇ ಆಂಥಾ ಬ್ಯಾಂಡ್ರ ನಿಮ್ಮಾಕ್ಕಾನ್ ಮೈಂಡಾ ನಾನು ಸಂಕ್ರೃತ ಇನೊ ಪ್ರಾರಂಭಿಸಿ ಮಡಿನಾ ಪ್ರಾರಂಭಿಸಿ,@Troll Stupid Fans war ge antha bandre nimmakkan minda naanu samskrutha innu start madilla ninge beku andre helu start madona,Negative,Offensive_Targeted_Insult_Individual
2169,ಹಾ ಸರ್ .. ಕ್ಯಾನಡಾ ಮೂವೀ ಎಂಎಂ ಜಾನನೇನ್ ನಥಾಲಾಲಾ,Ha sir..kanada movie nam janane  nodthaila,Negative,Offensive_Targeted_Insult_Other
5259,YAVD ಯವಿಡ್ ಮೂವಿ ಜಿಇ ಹೊಯಿ ಡಡ್ ಖಾರ್ಚ್ ಮಡಿದ್ವಿ ... ಬೆಜೆರಾಗಿ ಹೊಗಾದ್ ಬಿಟ್ಟಿವಿ ... ಡಯಾ ಮೂವಿ ಮೊಬೈಲ್ ಲಿ ನೋದಿಡ್ ಮೆಲೆ ಥಿಯೇಟರ್ ನಲಿ ನಡೆಬೆಕು ಅನ್ಸ್ಟೈಡ್ ...,Yavd yavd movie ge hogi dud kharch madidvi...bejaragi hogad bittivi...dia movie mobile li nodid mele theater nali nodbeku anstide...,Negative,Offensive_Untargetede
6898,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ನ ಬೆಳವಣಿಗೆ ಮಾಡಲಿಕ್ಕೆ ಬಂದ ಇನ್ನೊಬ್ಬ ರಜಕುಮರ್ ಅಣ್ಣಾವ್ರು ಒಂದು ಲೈಕ್ ಮತ್ತೆ ಎಷ್ಟೊಂದು ಜನರು ಕನ್ನಡದಲ್ಲಿ ಕಾಮೆಂಟ್ ಮಾಡಿದವರಿಗೂ ಹ್ಯಾಂಡ್ಸಪ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನಮ್ಮ ಕನ್ನಡ  ಇಂಡಸ್ಟ್ರಿ ನ ಬೆಳವಣಿಗೆ ಮಾಡಲಿಕ್ಕೆ ಬಂದ ಇನ್ನೊಬ್ಬ ರಜಕುಮರ್ ಅಣ್ಣಾವ್ರು ಒಂದು ಲೈಕ್ ಮತ್ತೆ ಎಷ್ಟೊಂದು ಜನರು ಕನ್ನಡದಲ್ಲಿ ಕಾಮೆಂಟ್ ಮಾಡಿದವರಿಗೂ ಹ್ಯಾಂಡ್ಸಪ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,Positive,Not_offensive
5220,ಯಾಪ್ಪ ಹಚಾ ಹಿಡೋಸ್ಟೀಡ್ ..... ಅಸ್ನ್ ..... ಆನೇಸ್,Yappa huchhu hidustide.....asn.....awesom,Positive,Offensive_Targeted_Insult_Other
1968,ಚಿತ್ರವು ಮಡಿಯನ್ನು ಅರಿತುಕೊಂಡಿದೆ,Film re realise madi,Positive,Not_offensive
4387,ಸೂಪರ್ ಗುರು ನೆವೆ,Super guru neevu,Positive,Not_offensive
6208,ಕೆಲ ದಿನಗಳ ಹಿಂದೆ ಕನ್ನಡದ ನಟ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಿ ಅಂತ ಸ್ವಲ್ಪ ಖಾರವಾಗಿ ಹೇಳಿದಾಗ ಎಲ್ಲಾರು ಕೆಟ್ಟದಾಗಿ ಅವರನ್ನು ರಾಕ್ಷಸನು ಮಾಡಿದರು ಹೇಳಿದವರು ಮಾತ್ರ ಕೆಟ್ಟವರಾದರು ಆಗ ನೀವು ಸುಮ್ಮನೆ ಇದ್ದಾರಿ ಈಗ ಅನುಭವಿಸಿ ಈ ಎನ್ ಪರಿಸ್ಥಿತಿಗೆ ಕಾರಣ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಒಗ್ಗಟ್ಟು ಇಲ್ಲ,ಕೆಲ ದಿನಗಳ ಹಿಂದೆ ಕನ್ನಡದ ನಟ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಿ ಅಂತ ಸ್ವಲ್ಪ ಖಾರವಾಗಿ ಹೇಳಿದಾಗ ಎಲ್ಲಾರು ಕೆಟ್ಟದಾಗಿ ಅವರನ್ನು troll ಮಾಡಿದರು  ಹೇಳಿದವರು ಮಾತ್ರ ಕೆಟ್ಟವರಾದರು ಆಗ ನೀವು ಸುಮ್ಮನೆ ಇದ್ದಾರಿ ಈಗ ಅನುಭವಿಸಿ ಈ nಪರಿಸ್ಥಿತಿಗೆ ಕಾರಣ  ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಒಗ್ಗಟ್ಟು  ಇಲ್ಲ,Negative,Offensive_Untargetede
6031,ವಾನ್ ಮೇಕಿಂಗ್ ಗರು,ಎನ್ making ಗುರು,unknown,Not_offensive
7236,ಹದ್ದು ಹುರಿಯೆಯಾ,ಹೌದು ಹುಲಿಯ,unknown,Not_offensive
4803,ಥಪ್ಪು ಎಲಾ ನಿಮಾ ಕೆಲವೊಡು ಡೈಲಾಗ್ ಡ್ಯುವಾ ಸಾರ್ಜಾ ಥರಾ ಎಡ್ ಸ್ಪ್ರರ್ಆರ್ಆರ್,Thappu ella nima kelavodu dailog druva sarja thara ede sprrrr,Positive,Not_offensive
4544,ಸೂಪರ್ ಸಾಂಗ್ ಅಣ್ಣಾ .... ಇಷ್ಟವಾಯಿತು,Super song anna....liked it,Positive,Not_offensive
3685,ಪಬ್ಗಿ ಕೂಡ ನಿಷೇಧ ಅಗಾಬಿಕಿಟ್ಟಿ,Pubgi kooda ban agbikittu,Mixed,Not_offensive
6133,ಕನ್ನಡ ಸೂಪರ್,ಕನ್ನಡ is super,Positive,Not_offensive
75,15 ದಿನಗಳು ಇಂಡಾ ಬರಿ ಡಯಾ ಚಿತ್ರ ಸ್ಥಿತಿ ಅಖೇಡಿನಿ ಬ್ರೋ ಅದ್ಭುತ ಚಲನಚಿತ್ರ ಬ್ರೋ,15 days inda bari dia movie status akthaedini bro awesome movie bro,Positive,Not_offensive
6499,ನಗ್ ಬೃಹತ್ ಆಂತರಿಕ ನಗ್ ನೆಡು,ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ,Positive,Not_offensive
5240,ಯಾರು ಯಾರ್ ಅಭಿಮಾನಿಗಳು ಅಗರಿ ಪರ್ವಗಿಲಾದ ಕನ್ನಡ ಉದ್ಯಮದ ಉದ್ಯಮವು ಮಡಿ 🥳 ಹೋಸಾ ಚರಿತರೆ ಬರಿಲಿ ನಮ್ಮಾ ಉದ್ಯಮದಂತೆ ಅನ್ಯಾಯ,Yaru yar fans agiri parvagilla kannada industry belibekhu annoro like madi 🥳 hosa charithre barili namma industry 🥳🥁 HANDS    UP,Positive,Not_offensive
1192,ಅವೇನ್ ಗೇ ​​ರಾಕ್ಶಿತ್ 'ಶೆಟ್ಟಿ,Avane gay Rak'shit' shetty,Negative,Offensive_Targeted_Insult_Individual
4772,ಹೇಗಾದರೂ,Telegram olag ella sigtirbekadre jana yak theotor ge hogtar heli.. Actully edu big mistek,Negative,Offensive_Targeted_Insult_Group
1497,ಬ್ರೋ ... ನಿನೀನ್ ಈ ರೋಸ್ಟ್ ಮಧುಡ್ರು ... ಚೀನಾ ಎನ್ ಬೆಕ್ಕು ಆಂಥೇರೆ ಗನ್ ಥ್ಯಾಗ್ಯಾಂಡ್ ಷೂಟ್ ಮ್ಯಾಡ್ಬೆಕು ಆಗಡ್ರು ಇಂಡಿಯಾ ಡಲ್ಲಿ ಈತಾರಾ ಇತಾರಾ ದೇಷಾರಾಧಿ ವಿಡಿಯೋ ಮಡು ಗುರು ...,Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...,Negative,Offensive_Targeted_Insult_Other
976,ವಾಸ್ತವವಾಗಿ ಪಾಯಿಂಟ್ ಪಾಯಿಂಟ್ NU BIDSI Supper AAGI Helidia suppppppppppeeerrrrrbbb,Actually point point nu bidsi supper aagi helidiya supppppppppeeeerrrrrbbb,Positive,Not_offensive
5392,ಬ್ರೋ ಅದೇ ವೀಡಿಯೊ ಭಾಗ 2 ಮಡು ಬ್ರೋ ದಯವಿಟ್ಟು Plsssssssssssssssssssssssssssssssssssssss,bro same video part 2 madu bro please plsssssssssssssssssssssssssssssssssssss swalpa bindu Gowda na akond roaste madu bro,Positive,Not_offensive
3771,ರಶ್ಮಿಕಾ ಅವನನ್ನು ತಪ್ಪಿಸಿಕೊಂಡರು!,Rashmika missed him!,unknown,Not_offensive
7124,ಬುಡಕಟ್ಟು ಚೆಕ್ ಡಿ ಬಾಸ್,ಸೂಪರ್ ಟ್ರೈಲರ್ ಅಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್.  ಜೈ ಡಿ ಬಾಸ್,Positive,Not_offensive
2282,Hemme aagute sir. ನೆವೆ ನಿಜಾಕು ಗ್ರೇಟ್,Hemme aagutte sir. Neevu nijakku great,Positive,Not_offensive
2278,ಹಲೋ ಹಿಂದಿ ಹಾಡು,Hello Hindi song,unknown,Not_offensive
3443,Nkn ಂಚಿ,Nkn ಚಿಂದಿ,Negative,Not_offensive
6996,ರುಚಿಕರ ... ರಾಕ್ ಕನ್ನಡ ರಾಕ್ ...,ಸಕ್ಕತ್ತಾಗಿದೆ ... ROCK KANNADA ROCK...,Positive,Not_offensive
6435,ಥೋಗರಿ ತಬ್ಬರ,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ,Positive,Not_offensive
7229,ಹನೋನ್,ಹೌದು ಅವನು ನನಗೆ ರಾತ್ರಿ  ಬೇಟಿಯಾಗಿದ್ದ ಕಣ್ಣು ಮುಚ್ಚಿ  ತೆಗೆಯೋದರೂಳಗೆ ಬೆಳಕಾಗಿತ್ತು,Mixed,Not_offensive
5667,ಟಿಕ್ಟಾಕ್ ಮೇಡಲ್ ಬೆಕು ಆಂಡ್ರೆ ಗಡಿಯ ಬಾರ್ಡರ್ ಬಿಡೋನಾ ಆಲೆ ಟಿಕ್ಟಾಕ್ ಮಡಿ ಸೈಲಿ,tiktok madle beku andre  chines border bidona alle tiktok madi syali,Negative,Offensive_Targeted_Insult_Group
4477,ಸೂಪರ್ ರಾಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಜಶ್ಶಿಂಗ್,Super rakshit shetti ajanish,Positive,Not_offensive
6701,ಪಕ್ಪಾ,ಪಕ್ಕಾ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿ ಸೋ ಅವತಾರ,Positive,Not_offensive
5766,ಬುಧವಾರ,ಅದ್ಭುತ ಸರ್ ಜೇವನದಲ್ಲಿ ಎಂದು ಸೋಲುಬಾರದು great ನಿಜವಾಗಿಯೂ,Positive,Not_offensive
6995,ಸಕ್ಕಾಟ ಗಿರಿ,ಸಕ್ಕತ್ತಾಗಿ ಉಗಿತಿರ ಅಣ್ಣ 🤮🤮🤮ದೊಡ್ಡ ಸ್ಟಾರ್ ಥರ ಅಡಿತವೇ.....  ಥು........,Negative,Offensive_Untargetede
4708,ಸಪ್ಪರ್ ಪಿ ಬಾಸ್ ... ಯಾರ್ ಮಡಿಧೇರ್ ನೋಕಿ ಭಿನ್ನತೆ .. ಉರ್ಕೊಂಡು ಸಡರ್ ಆಂಟ್,Supper  p boss... Yar unlike madidhare nodi.. urkondu saytor anta,Negative,Offensive_Targeted_Insult_Group
4202,ಸೂಪರ್ ವೀಡಿಯೊ ನೆಜಾ ಬ್ರೋ ..... ಸ್ಲಾಟಿ ಜೈಹೈಂಡ್,Super  video  neja  bro  .....slutie  jaihind,Positive,Not_offensive
6328,ಮೂಲಕ ಡಬ್ಲ್ಯೂ,ಜೈ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಪ್ಲೀಸ್ ಸಪೋಟ ಮಾಡಿ..,Positive,Not_offensive
6022,ಅಪೇಕ್ಷಿಯಾದ ತರಾ ಇಡಿ ದಿಕ್ಕಿನಲ್ಲಿ,ಉಪೇಂದ್ರ avra Thara ide direction,Positive,Not_offensive
3737,ರಾಕ್ಶಿತ್ ಸರ್ ಅಭಿಮಾನಿಗಳು ಇಲ್ಲಿದ್ದಾರೆ,Rakshith Sir fan like here,Positive,Not_offensive
1867,ಎನ್ ಹೆಲ್ಡೆ ಗುರು,En helde guru,Positive,Not_offensive
6157,ಕನ್ನಡ ಸಿನಿಮಾ,ಕನ್ನಡ ಸಿನಿಮಾ ರಂಗ ನಿಜಕ್ಕೂ ಮುಳುಗುತ್ತಿರುವ ದೋಣಿಯೇ ???nn,Negative,Offensive_Untargetede
1881,ಸೂಪರ್ ಹೆಲಿಯಾಯಾ ಬ್ರೋ ino eno beku,En super helidya bro innu eno beku,Positive,Not_offensive
1651,ಡೇರಿದ್ರಾ ರಾಜ್ಕರಾನಾಡಿಂಡಾ ಕೆಲ್ಸೆನ್ ಸಿಗ್ಟಿಲ್ಲಾ ಗುರು ಕಂಪೆನಿ ಫ್ಯಾಕ್ಟರಿ ಯುಲ್ಲಾ ಮಲ್ಚಾ ಸ್ಟಟಿಲಿ ಐಡೇರೆ,Daridra rajkaranadinda Kelsane sigtilla guru company factory yella muccho stitili idare,Negative,Not_offensive
1891,ಎನ್ನಾ ಇ ಸುಲ್ಗಲೆಜ್ ಟ್ರೊಲ್ ಮಡು ಗುರು,Enna e sulegalege troll madu guru,Negative,Offensive_Targeted_Insult_Group
2613,Ivrantu ಯುಎನ್ ಮದಲ್ಲಾ ಸಲೆಮಾಕ್ಲು ಅನ್ನು ಸ್ಥಾಪಿಸಿ. Avrna ಹೇಳಿದವರು. ನಾಮ್ ಇಂಡಿಯಾ ಡಲ್ಲಿರೊ ಇನ್ ನಾಯ್ಗಾಲ ಕಾಥೆ ನೆ ಇತಿ ದೇಶಾದ್ ಬ್ಯಾಗ್ಜ್ ಯೆನಾದ್ರು ಗಾಟಿಡ್ರೆ ಟಾನ್. ಟಿಕೊಟಾಕ್ ನಲ್ಲಿ ಬರು ಮೋಟಿವೇಷನ್ ಹೆಲೊ ಐವಲ್ಜಿ ದೇಶಾದ್ ಬ್ಯಾಗ್ಜ್ ಕೆಲಡ್ರೆ ಯೆನು ಗಾಟಿರಾಲ್ಲಾ ಗುರು ಇವಾಕೆ. ಅವಾರ್ ಮಲ್ಟಿಡೇರ್ ಆವಲ್ನಾ ನವದ್ರು ಎನ್ಮಾಡೋಕಾಗಟ್ಟೆ,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte,Negative,Offensive_Untargetede
2545,ಇಡು ಇಡು .. (1.56) ವಾಸ್ತವವಾಗಿ bekagiddu .. ಆದ್ದರಿಂದ ಸಂಗೀತ,Idu idu.. (1.56)actually bekagiddu..osm music,Positive,Not_offensive
1983,ಫಸ್ಟ್ಯು ನೀನ್ ಬೆಲ್ಟನ್,Firstu neen beldu,Negative,Offensive_Untargetede
5497,ಲೊ ಥಾಗರಿ ತಿಪ್ಪ ಸಪ್ಪರ್ ಕ್ಯಾನೊ,lo thagari thippa suppr kano,Mixed,Not_offensive
54,ಮಡಿ ನಂತಹ 100 ದಿನಗಳು ಪಾಕ್ಕಾ ಅನೋರೊ,100 days pakka annoru like madi,unknown,Not_offensive
